,5-AZA_150-1,5-AZA_150-2,5-AZA_150-3,5-AZA_33-1,5-AZA_33-2,5-AZA_33-3,5-AZA_con-1,5-AZA_con-2,5-AZA_con-3
FAM184B,1,0,0,0,5,13,31,9,34
FAM185A,6,2,5,58,64,126,103,101,127
FAM185BP,1,0,0,16,0,10,18,8,8
FAM186A,12,11,3,175,124,148,97,58,94
FAM186B,0,0,0,32,12,10,12,2,1
FAM187A,0,0,0,0,0,0,0,0,0
FAM187B,13,5,7,63,83,92,156,98,64
FAM189A1,0,0,0,0,0,0,0,0,0
FAM189A2,0,0,0,0,0,1,0,8,0
FAM189B,4,6,2,25,24,38,58,57,36
FAM193A,4,4,5,91,106,104,57,66,67
FAM193B,0,2,3,37,39,26,25,28,48
FAM197Y2,0,0,0,0,0,0,0,0,0
FAM197Y3,0,0,0,0,0,0,0,0,0
FAM197Y4,0,0,0,0,0,0,0,0,0
FAM197Y5,0,0,0,0,0,0,0,0,0
FAM197Y6,0,0,0,0,0,0,0,0,0
FAM197Y7,0,0,0,0,0,0,0,0,0
FAM197Y8,0,0,0,0,0,0,0,0,0
FAM197Y9,0,0,0,0,0,0,0,0,0
FAM198B-AS1,0,0,0,0,0,0,0,0,0
FAM199X,0,0,0,0,0,0,0,0,1
FAM200A,0,0,0,0,0,0,0,0,0
FAM200B,31,46,80,405,554,735,787,531,700
FAM201A,3,6,5,81,60,59,92,69,42
FAM201B,0,0,0,0,0,0,0,0,0
FAM204A,0,0,0,0,0,0,0,0,0
FAM205A,0,0,0,0,0,0,0,0,0
FAM205BP,0,0,0,0,0,0,0,0,0
FAM205C,0,0,0,0,0,0,0,0,0
FAM207A,0,0,0,0,3,1,0,0,0
FAM209A,0,0,0,0,0,0,0,0,0
FAM209B,0,0,0,0,0,0,0,0,0
FAM20A,0,0,0,0,0,2,0,0,0
FAM20B,164,147,126,863,915,1195,1182,987,1092
FAM20C,0,0,0,0,0,0,0,3,0
FAM210A,129,167,118,972,1142,1486,1578,1179,913
FAM210B,0,0,0,0,0,0,0,0,0
FAM214A,4,3,6,32,57,42,38,49,46
FAM214B,39,57,51,289,254,308,260,359,348
FAM215A,0,0,0,0,0,0,0,0,0
FAM216A,2,0,1,13,0,22,15,59,19
FAM216B,15,11,12,58,102,157,150,150,95
FAM217A,0,0,0,0,0,1,0,0,1
FAM217B,0,0,0,24,0,0,0,0,0
FAM218A,0,0,0,0,0,0,0,0,0
FAM219A,29,54,31,171,187,238,239,371,294
FAM219B,1,0,5,5,34,24,13,0,4
FAM21EP,0,0,0,0,0,0,0,0,0
FAM220A,0,0,0,16,0,1,0,0,0
FAM221A,0,0,2,0,0,6,14,0,5
FAM221B,0,2,0,0,10,12,10,12,10
FAM222A,0,0,0,0,0,0,0,0,0
FAM222A-AS1,0,0,0,0,0,0,0,0,0
FAM222B,61,50,50,541,740,714,992,697,867
FAM223A,0,0,0,0,0,0,0,0,0
FAM223B,0,0,0,0,0,0,0,0,0
FAM224A,0,0,0,0,0,0,0,0,0
FAM224B,0,0,0,0,0,0,0,0,0
FAM225A,0,0,0,0,10,4,0,0,10
FAM225B,0,0,0,8,0,4,12,0,3
FAM226A,0,0,0,0,0,0,0,0,0
FAM226B,0,0,0,0,0,0,0,0,0
FAM227A,10,14,6,102,125,154,297,300,144
FAM227B,21,27,41,137,154,205,226,136,120
FAM228A,1,0,1,19,30,18,19,21,2
FAM228B,2,0,0,48,57,25,56,15,24
FAM229A,0,0,0,0,0,1,0,0,0
FAM229B,11,3,13,78,72,66,61,87,49
FAM230A,3,0,1,0,0,6,7,15,18
FAM230B,0,0,3,43,7,9,42,14,29
FAM230C,0,0,0,0,0,0,0,0,0
FAM230D,13,22,18,165,170,255,241,149,166
FAM230E,0,0,0,0,0,0,7,0,0
FAM230F,11,9,6,53,31,103,55,72,72
FAM230G,0,0,0,0,0,0,0,0,0
FAM230H,30,15,27,170,179,249,224,171,179
FAM230I,1,1,1,6,7,14,15,11,6
FAM230J,1,1,0,41,8,41,38,18,17
FAM234A,14,14,15,187,132,238,239,340,270
FAM234B,213,168,142,903,1066,1174,894,1132,921
FAM236A,0,0,0,0,0,0,0,0,0
FAM236B,0,0,0,0,0,0,0,0,0
FAM236C,0,0,0,0,0,0,0,0,0
FAM236D,0,0,0,0,0,0,0,0,0
FAM237A,0,0,0,3,0,0,0,0,0
FAM238A,0,0,0,0,0,0,0,0,0
FAM238B,0,0,0,0,0,0,0,0,0
FAM238C,0,0,0,0,10,0,0,0,0
FAM239A,0,0,0,0,0,0,0,0,0
FAM239B,0,0,0,0,0,0,0,0,0
FAM240A,1,0,0,1,27,22,26,30,35
FAM241A,0,0,0,0,0,0,0,0,0
FAM241B,0,0,0,0,0,0,0,0,0
FAM242B,0,0,0,0,0,0,0,0,0
FAM242F,0,0,0,0,0,0,0,0,0
FAM243A,0,0,0,0,0,0,0,0,0
FAM243B,0,0,0,0,0,0,0,0,0
FAM245A,0,0,0,0,0,0,0,0,0
FAM24A,0,0,0,0,0,0,0,0,0
FAM24B,0,0,0,0,0,0,0,0,0
FAM24B-CUZD1,0,0,0,0,0,0,0,0,0
FAM25A,0,0,0,0,0,0,0,0,0
FAM25BP,0,0,0,0,0,0,0,0,0
FAM25C,0,0,0,0,0,0,0,0,0
FAM25E,0,0,0,0,0,0,0,0,0
FAM25G,0,0,0,0,0,0,0,0,0
FAM27B,0,0,0,18,1,4,0,0,9
FAM27C,0,0,0,0,0,0,0,0,0
FAM27E2,0,0,0,0,0,0,0,0,0
FAM27E3,0,0,0,0,0,0,0,0,0
FAM27E5,0,0,0,0,0,0,0,0,0
FAM30A,165,121,119,983,1579,1274,1906,1694,1176
FAM30C,0,0,0,0,0,0,0,0,0
FAM32A,13,23,8,68,77,93,156,95,118
FAM3A,0,1,0,0,12,4,0,4,0
FAM3B,0,0,0,0,0,1,0,0,0
FAM3C,0,0,0,0,0,0,0,0,0
FAM3D,0,1,0,0,0,0,0,0,0
FAM3D-AS1,0,0,0,0,0,0,0,0,0
FAM41AY1,0,0,0,0,0,0,0,0,0
FAM41AY2,0,0,0,0,0,0,0,0,0
FAM41C,0,0,0,0,0,0,4,3,0
FAM43A,0,0,0,0,0,0,0,0,0
FAM43B,0,0,0,0,0,0,0,0,0
FAM47A,0,0,0,0,0,0,0,0,0
FAM47B,0,0,0,0,0,0,0,0,0
FAM47C,0,0,0,0,0,0,0,0,0
FAM47E,0,0,0,0,0,0,0,0,0
FAM47E-STBD1,0,0,0,0,0,0,0,0,0
FAM49A,0,0,0,0,0,0,0,0,0
FAM49B,0,0,0,0,0,0,0,0,0
FAM50A,39,31,38,260,174,259,334,194,217
FAM50B,0,0,0,0,8,24,0,0,0
FAM53A,1,5,1,6,7,11,11,22,24
FAM53B,2,2,1,11,42,100,13,23,19
FAM53B-AS1,18,3,5,81,51,60,55,58,39
FAM53C,0,0,0,0,24,21,10,8,8
FAM66A,0,0,0,0,0,1,0,0,0
FAM66B,0,0,0,0,0,0,0,0,0
FAM66C,1,0,3,35,42,12,32,27,45
FAM66D,0,0,0,0,0,0,0,0,0
FAM66E,0,0,0,0,0,0,0,0,0
FAM71A,0,0,0,0,0,0,0,4,0
FAM71B,21,39,36,208,322,374,421,339,401
FAM71C,0,0,0,0,0,0,0,0,0
FAM71D,9,2,1,37,51,88,97,58,110
FAM71E1,0,0,0,0,5,4,2,0,0
FAM71E2,0,0,0,0,0,0,0,0,0
FAM71F1,0,0,0,0,0,0,0,0,0
FAM71F2,7,1,9,18,38,64,52,92,81
FAM72A,0,0,0,0,0,0,0,0,0
FAM72B,0,0,0,0,0,0,0,0,0
FAM72C,1,2,1,17,6,18,12,5,25
FAM72D,0,1,0,0,3,0,4,1,6
FAM74A1,0,0,0,0,0,0,0,0,0
FAM74A3,0,0,0,0,0,2,0,0,0
FAM74A4,0,0,0,0,0,0,0,0,0
FAM74A6,0,0,0,0,0,0,0,0,0
FAM74A7,0,0,0,0,2,0,0,0,16
FAM76A,36,41,41,205,315,348,314,316,277
FAM76B,2,0,0,15,58,48,25,46,25
FAM78A,33,45,47,198,399,382,349,255,222
FAM78B,4,0,2,6,17,20,18,32,17
FAM81A,13,5,17,50,94,59,127,92,75
FAM81B,2,0,1,5,2,19,0,12,0
FAM83A,0,0,0,0,4,0,0,0,0
FAM83A-AS1,0,0,0,0,0,0,0,0,0
FAM83B,0,0,0,0,0,1,0,0,0
FAM83C,1,0,0,1,23,45,67,20,62
FAM83C-AS1,0,4,0,0,0,3,7,6,7
FAM83D,0,0,0,0,0,1,0,0,0
FAM83E,0,0,0,0,0,1,0,0,0
FAM83F,0,1,1,0,12,1,0,0,0
FAM83G,0,0,1,0,0,0,0,0,0
FAM83H,2,0,1,8,76,18,43,40,12
FAM83H-AS1,20,35,41,298,287,297,335,303,154
FAM85A,0,0,0,0,0,0,0,0,0
FAM85B,22,3,21,42,85,98,63,46,68
FAM86B1,0,0,0,0,0,0,0,0,0
FAM86B2,0,0,0,12,5,15,2,6,11
FAM86B3P,38,26,38,234,208,191,174,160,121
FAM86C1,0,12,3,24,117,108,66,84,109
FAM86C2P,0,3,10,58,3,25,21,4,23
FAM86DP,0,0,0,0,0,0,0,0,0
FAM86EP,9,5,10,95,111,113,113,129,48
FAM86FP,27,13,11,105,109,145,142,101,123
FAM86HP,0,0,0,0,0,0,0,0,0
FAM86JP,0,0,0,0,0,1,0,0,0
FAM87A,0,0,1,2,34,25,37,36,26
FAM87B,0,0,0,0,0,0,0,0,0
FAM89A,0,0,0,0,0,1,0,0,0
FAM89B,0,0,0,0,0,0,0,0,0
FAM8A1,353,214,293,1993,2858,3964,4041,3288,3788
FAM90A1,0,0,0,0,0,4,0,0,0
FAM90A10P,0,0,0,0,0,0,0,0,0
FAM90A25P,0,0,0,12,0,1,4,0,12
FAM90A26,0,0,0,0,0,0,0,0,0
FAM90A27P,15,8,12,92,122,129,133,68,107
FAM90A2P,0,0,0,0,0,0,0,0,0
FAM90A7P,0,0,0,0,0,0,0,0,0
FAM91A1,6,1,1,23,25,53,20,25,20
FAM92A,0,0,0,0,0,0,0,0,0
FAM92A1P2,0,0,0,20,0,0,0,0,0
FAM92B,2,1,2,22,8,13,6,7,15
FAM95A,0,0,0,0,0,0,0,0,0
FAM95B1,0,0,0,0,0,0,0,0,0
FAM95C,3,13,2,20,27,36,9,25,22
FAM98A,76,70,46,194,318,404,400,419,368
FAM98B,0,0,0,0,0,0,0,0,0
FAM98C,2,2,1,19,26,47,44,36,31
FAM99A,0,0,0,0,0,0,0,0,0
FAM99B,0,0,0,0,0,0,0,0,0
FAM9A,0,0,0,0,0,0,0,0,0
FAM9B,0,0,0,0,0,0,0,0,0
FAM9C,0,0,1,0,0,1,0,0,0
FAN1,12,3,19,68,93,125,89,99,117
FANCA,49,48,42,290,319,344,422,482,276
FANCB,3,0,3,34,5,26,43,32,55
FANCC,16,15,19,72,64,69,89,49,56
FANCD2,22,44,47,265,221,344,355,254,298
FANCD2OS,16,4,10,43,28,35,40,69,25
FANCE,4,4,8,87,61,51,56,32,47
FANCF,0,0,0,0,0,0,0,0,0
FANCG,178,231,149,1246,1231,1129,1870,1501,1273
FANCI,0,0,0,0,0,0,0,0,0
FANCL,0,0,0,0,12,3,0,0,4
FANCM,0,0,0,0,0,0,1,0,0
FANK1,8,4,8,137,224,239,88,149,90
FANK1-AS1,2,1,4,38,62,85,49,52,58
FAP,89,72,82,577,483,643,552,547,419
FAR1,81,46,73,330,751,755,628,635,657
FAR2,10,2,1,42,43,41,30,26,67
FAR2P1,0,0,0,0,0,0,0,0,0
FAR2P2,0,0,0,0,0,0,0,0,0
FARP1,1,0,0,0,0,0,0,0,3
FARP2,17,13,19,123,149,96,123,165,172
FARS2,28,47,32,548,419,386,612,506,381
FARSA,43,68,39,308,265,387,630,440,374
FARSA-AS1,1,0,0,0,0,0,0,0,0
FARSB,0,0,0,0,0,0,0,0,0
FAS,2,4,11,19,22,56,74,40,61
FAS-AS1,0,0,1,0,0,1,0,18,7
FASLG,0,0,0,0,0,0,0,0,1
FASN,0,0,0,0,0,0,0,0,0
FASTK,1,0,0,0,5,8,18,15,8
FASTKD1,17,14,10,37,148,195,193,90,219
FASTKD2,0,0,0,0,0,0,0,0,0
FASTKD3,68,81,68,578,525,536,639,599,509
FASTKD5,1,1,0,47,22,4,20,19,6
FAT1,0,0,0,0,22,1,0,0,0
FAT2,1,0,0,0,0,1,6,0,0
FAT3,0,0,0,5,0,0,0,0,0
FAT4,0,2,4,0,6,0,6,0,0
FATE1,0,0,1,0,1,3,12,0,1
FAU,0,0,0,0,20,14,0,0,0
FAXC,15,16,16,92,153,194,218,225,177
FAXDC2,0,0,0,0,0,0,0,0,0
FBF1,0,0,0,0,0,0,0,0,0
FBH1,10,8,8,58,83,90,106,63,93
FBL,1,0,1,37,32,89,51,113,59
FBLIM1,21,36,40,209,152,240,253,181,217
FBLL1,0,0,0,0,0,0,0,0,0
FBLN1,75,82,107,479,598,569,597,667,537
FBLN2,0,0,0,0,0,0,0,0,0
FBLN5,45,49,28,188,313,279,350,222,259
FBLN7,12,13,25,103,74,119,108,64,131
FBN1,0,0,0,2,2,6,6,29,0
FBN2,0,0,0,6,0,0,0,0,1
FBN3,1,1,0,35,7,17,18,12,12
FBP1,0,0,0,0,0,0,0,0,0
FBP2,0,0,0,0,0,0,0,0,0
FBRS,57,74,61,363,258,432,451,404,313
FBRSL1,14,4,2,50,66,80,31,76,67
FBXL12,0,0,1,0,0,1,0,0,0
FBXL13,13,8,4,50,76,116,62,61,58
FBXL14,0,0,0,1,6,10,0,16,7
FBXL15,0,0,0,0,0,0,0,0,0
FBXL16,110,110,82,723,881,679,894,798,467
FBXL17,4,1,0,4,17,18,0,2,3
FBXL18,0,1,4,43,75,38,22,14,1
FBXL19,1,0,1,37,40,31,27,55,12
FBXL19-AS1,0,0,0,0,0,0,0,0,0
FBXL2,0,0,0,0,7,14,2,0,12
FBXL20,0,0,0,0,0,0,1,0,0
FBXL21P,0,0,0,11,6,9,31,14,31
FBXL22,0,0,0,0,6,6,0,0,0
FBXL3,0,0,0,0,0,0,0,0,0
FBXL4,0,0,0,0,0,0,0,1,0
FBXL5,34,35,19,289,211,377,512,234,308
FBXL6,20,10,20,128,109,122,244,114,74
FBXL7,0,0,0,0,0,0,0,0,0
FBXL8,4,0,1,22,31,11,19,5,6
FBXO10,43,35,26,440,364,438,350,318,265
FBXO11,0,0,1,0,0,0,0,9,0
FBXO15,7,2,6,82,84,86,91,111,87
FBXO16,5,0,0,17,8,16,28,2,25
FBXO17,0,0,0,0,0,0,0,0,0
FBXO2,0,0,0,0,0,0,0,0,0
FBXO21,2,0,3,21,87,93,35,6,30
FBXO22,16,50,31,311,326,327,367,277,368
FBXO24,0,0,0,0,0,0,0,0,0
FBXO25,14,21,19,167,93,164,257,148,159
FBXO27,0,0,0,0,0,0,0,0,0
FBXO28,0,3,1,43,18,37,30,39,25
FBXO3,121,135,133,857,814,1157,902,745,696
FBXO3-DT,3,1,0,3,0,8,15,26,6
FBXO30,0,0,0,0,0,0,0,0,0
FBXO31,13,9,4,87,97,98,110,74,66
FBXO32,0,1,4,0,0,0,0,0,0
FBXO33,0,0,0,0,0,0,0,0,0
FBXO34,4,0,2,0,8,12,30,5,17
FBXO36,0,0,0,0,0,0,0,0,0
FBXO38,109,158,99,924,1089,1297,972,1042,846
FBXO39,0,0,3,13,4,33,18,55,17
FBXO4,75,65,56,609,754,978,1096,897,894
FBXO40,0,0,0,0,2,4,0,0,6
FBXO41,10,3,12,68,72,92,79,79,85
FBXO42,68,29,44,346,424,550,440,436,338
FBXO43,20,12,11,86,125,157,97,219,163
FBXO44,0,0,0,0,0,0,0,0,0
FBXO45,0,0,0,0,0,0,0,0,0
FBXO46,1,0,1,3,0,10,12,6,7
FBXO47,0,0,0,0,0,0,0,0,0
FBXO48,31,4,21,80,169,191,160,164,221
FBXO5,0,0,0,0,0,0,0,0,0
FBXO6,0,0,0,0,0,0,0,0,0
FBXO7,11,13,9,210,251,296,289,541,457
FBXO8,1,1,4,37,22,38,60,11,36
FBXO9,0,0,0,0,0,0,0,0,0
FBXW10,1,1,1,9,20,17,14,8,11
FBXW11,0,3,0,6,0,2,0,0,0
FBXW12,0,0,0,0,0,0,0,0,0
FBXW2,0,1,0,0,0,0,0,0,0
FBXW4,84,105,96,749,812,874,1356,995,1109
FBXW4P1,0,0,0,0,0,0,0,0,0
FBXW5,0,0,0,0,0,0,0,0,0
FBXW7,1,1,1,22,73,43,71,23,51
FBXW7-AS1,0,0,0,0,1,3,0,0,0
FBXW8,0,0,0,0,0,0,0,0,0
FBXW9,9,4,8,61,127,125,181,136,73
FCAMR,1,0,0,0,12,0,0,0,0
FCAR,0,0,0,0,0,0,0,0,0
FCER1A,0,0,0,0,0,0,0,0,0
FCER1G,0,0,0,0,0,0,0,0,0
FCER2,47,42,24,320,211,274,297,471,262
FCF1,0,0,0,0,0,1,0,0,0
FCF1P2,3,0,5,22,4,17,28,0,26
FCGBP,474,732,543,4854,5168,3647,5711,5478,4179
FCGR1A,2,10,5,66,32,51,14,35,9
FCGR1B,1,0,1,0,16,3,6,0,16
FCGR1CP,0,0,0,0,0,0,0,0,0
FCGR2A,0,0,0,0,0,0,0,0,0
FCGR2B,0,0,0,0,0,0,0,0,0
FCGR2C,0,0,0,0,0,0,0,0,0
FCGR3A,0,0,0,0,0,0,0,0,0
FCGR3B,0,0,0,0,0,0,0,0,0
FCGRT,303,374,258,2932,2689,2378,2911,2995,1496
FCHO1,0,0,0,0,4,0,0,0,0
FCHO2,16,10,22,175,158,233,329,323,327
FCHSD1,0,0,0,4,0,5,0,0,0
FCHSD2,3,1,0,17,15,25,14,9,34
FCMR,38,29,36,243,377,261,342,348,282
FCN1,2,0,6,12,10,57,41,19,0
FCN2,1,0,0,19,28,14,4,20,16
FCN3,0,0,0,0,0,0,0,0,0
FCRL1,0,0,0,0,0,0,0,0,0
FCRL2,0,0,0,0,0,0,0,0,0
FCRL3,0,0,0,0,0,0,0,0,0
FCRL4,0,0,0,0,0,0,0,0,0
FCRL5,0,0,0,0,0,0,0,0,0
FCRL6,0,0,1,8,44,42,12,42,21
FCRLA,0,0,0,0,0,0,0,0,0
FCRLB,81,109,82,641,657,688,867,690,725
FCSK,12,0,5,72,54,45,106,101,39
FDCSP,0,0,0,0,0,0,0,0,0
FDFT1,0,0,0,0,0,0,0,0,0
FDPS,1,5,4,4,25,22,32,41,8
FDPSP2,0,0,0,0,0,0,0,0,0
FDX1,0,0,0,0,0,0,0,0,0
FDX2,0,0,0,0,0,0,0,0,0
FDXACB1,0,0,1,18,12,12,24,11,5
FDXR,0,0,0,0,0,0,0,0,0
FECH,13,0,0,69,31,16,17,45,23
FEM1A,212,275,209,1385,1406,1356,1701,1480,1005
FEM1B,0,0,0,0,0,2,0,0,0
FEM1C,9,5,3,0,83,74,52,55,98
FEN1,1,0,0,0,0,0,0,0,0
FENDRR,0,0,0,0,0,0,0,0,0
FER,30,49,56,329,239,540,559,468,504
FER1L4,43,28,31,209,210,164,202,198,250
FER1L5,4,6,11,85,54,115,119,162,87
FER1L6,10,20,33,230,237,281,282,182,174
FER1L6-AS1,2,6,0,2,35,20,40,29,21
FER1L6-AS2,1,0,2,42,7,22,9,43,41
FERD3L,0,0,0,0,0,0,0,0,0
FERMT1,181,190,197,1368,1909,2219,2175,1919,2116
FERMT2,0,1,0,0,12,3,7,12,10
FERMT3,0,0,0,0,0,0,0,0,0
FES,0,0,0,0,25,14,0,23,2
FETUB,0,0,0,0,0,5,0,6,0
FEV,0,0,0,0,0,0,0,0,0
FEZ1,305,304,348,1796,1756,2319,2538,1881,1767
FEZ2,11,1,3,55,32,64,39,68,27
FEZF1,16,12,21,182,117,204,190,180,245
FEZF1-AS1,3,0,4,0,12,14,0,0,34
FEZF2,0,0,0,0,0,0,0,0,0
FFAR1,0,1,0,0,0,0,0,2,0
FFAR2,42,103,48,492,734,520,618,504,388
FFAR3,0,0,0,0,0,0,0,0,0
FFAR4,295,399,380,3077,2849,3953,3592,2671,3244
FGA,0,0,0,0,0,0,0,0,0
FGB,0,0,0,0,0,1,0,0,0
FGD1,19,30,38,229,284,268,296,333,224
FGD2,0,0,0,6,8,0,0,5,8
FGD3,0,0,0,0,0,0,0,0,0
FGD4,31,9,39,107,190,258,262,206,213
FGD5,0,0,0,0,0,0,0,0,0
FGD5-AS1,0,0,0,0,0,0,0,0,0
FGD5P1,0,4,2,5,6,16,0,0,0
FGD6,0,0,0,0,0,0,0,0,0
FGF1,7,0,1,44,56,65,68,43,96
FGF10,0,0,0,0,0,0,0,0,0
FGF10-AS1,0,0,0,0,0,0,0,0,0
FGF11,0,0,0,0,0,0,0,0,0
FGF12,1,1,1,0,0,6,0,0,0
FGF12-AS1,0,0,0,0,0,0,1,0,0
FGF12-AS2,34,16,19,142,188,166,108,129,153
FGF13,1,0,0,0,10,0,8,0,0
FGF13-AS1,0,0,0,0,0,0,0,0,0
FGF14,0,0,0,0,0,0,0,0,0
FGF14-AS1,1,1,4,0,9,2,4,0,0
FGF14-AS2,0,0,0,0,0,0,0,0,0
FGF14-IT1,0,0,0,0,0,1,0,0,0
FGF16,0,0,0,0,0,0,0,0,0
FGF17,1,0,0,0,22,8,0,16,12
FGF18,2,0,0,6,1,12,24,33,24
FGF19,0,0,0,0,0,0,0,0,0
FGF2,0,0,0,0,0,0,0,0,0
FGF20,0,0,0,0,0,0,0,0,0
FGF21,2,0,4,6,29,31,24,14,39
FGF22,0,0,0,0,0,1,1,0,0
FGF23,0,0,0,0,0,1,0,5,0
FGF3,1,0,0,0,0,4,0,0,4
FGF4,0,0,0,0,0,0,0,0,0
FGF5,0,0,0,0,0,0,0,0,0
FGF6,1,1,0,0,17,8,0,0,1
FGF7,13,0,0,20,54,44,57,49,39
FGF7P3,0,0,0,0,0,0,0,0,0
FGF7P6,0,0,0,0,0,0,0,0,0
FGF8,0,0,0,0,0,0,0,0,0
FGF9,0,0,0,0,0,0,0,0,0
FGFBP1,0,0,0,0,21,18,0,0,0
FGFBP2,0,0,0,0,0,0,0,0,0
FGFBP3,0,0,0,0,0,0,0,0,0
FGFR1,0,5,0,1,5,11,6,0,0
FGFR1OP,11,10,18,102,131,208,141,136,80
FGFR1OP2,1,0,1,2,18,10,0,4,25
FGFR2,131,141,170,959,934,1054,1321,985,1016
FGFR3,84,52,54,772,739,630,737,672,463
FGFR4,1,0,0,10,17,20,2,30,33
FGFRL1,0,1,5,0,30,12,8,25,12
FGG,0,0,0,0,0,0,0,7,0
FGGY,1,0,1,3,7,20,28,10,11
FGL1,6,0,3,52,76,72,59,86,53
FGL2,55,6,44,188,336,548,384,420,511
FGR,0,0,0,22,22,26,10,43,27
FH,0,0,0,0,1,0,0,0,0
FHAD1,2,5,8,41,60,57,48,18,20
FHAD1-AS1,1,0,6,0,27,2,0,17,7
FHDC1,0,0,0,0,0,0,0,0,0
FHIT,8,0,2,0,37,34,29,46,74
FHL1,0,0,0,0,0,0,0,0,0
FHL2,0,0,0,0,0,0,0,0,0
FHL3,0,3,0,0,3,11,8,0,14
FHL5,39,8,16,111,147,243,201,137,255
FHOD1,319,332,181,2425,2084,1809,2614,2317,1737
FHOD3,0,0,2,20,10,13,14,26,18
FIBCD1,27,12,7,139,172,114,158,224,126
FIBIN,0,0,0,0,0,0,0,0,0
FIBP,1,0,0,0,4,13,2,6,0
FICD,0,0,0,0,0,0,0,0,0
FIG4,50,51,32,321,299,337,372,322,231
FIGLA,3,0,0,9,24,10,0,5,0
FIGN,0,0,0,0,0,0,0,0,0
FIGNL1,0,0,0,0,0,0,0,0,0
FIGNL2,0,0,0,0,0,8,18,0,12
FIGNL2-DT,0,0,0,0,0,0,6,0,0
FILIP1,0,0,0,0,0,0,0,0,4
FILIP1L,0,0,1,5,12,27,13,4,15
FILNC1,0,0,0,0,0,0,0,0,0
FIP1L1,1,0,0,0,6,9,29,9,8
FIRRE,0,0,0,0,0,0,0,0,6
FIS1,0,0,0,0,1,0,0,0,0
FITM1,0,0,0,0,0,0,0,0,0
FITM2,0,0,0,0,0,1,2,0,0
FIZ1,74,70,59,305,344,391,487,460,221
FJX1,0,0,0,0,0,0,0,0,0
FKBP10,0,0,0,0,0,0,0,0,0
FKBP11,0,0,0,0,0,0,0,0,0
FKBP14,0,6,0,0,0,0,1,0,0
FKBP15,0,0,0,13,6,7,16,0,2
FKBP1A,9,0,1,41,19,56,26,45,21
FKBP1A-SDCBP2,0,0,0,0,0,0,0,0,0
FKBP1AP1,1,0,0,0,0,0,0,1,0
FKBP1B,4,2,6,10,26,38,30,45,43
FKBP2,0,0,0,0,0,0,0,0,0
FKBP3,0,0,0,0,0,0,0,0,0
FKBP4,1,0,0,0,24,11,1,0,14
FKBP5,10,7,2,77,55,47,93,62,62
FKBP6,0,0,0,0,0,0,0,0,0
FKBP7,0,0,0,50,0,5,18,8,0
FKBP8,17,53,16,132,204,167,219,208,107
FKBP9,3,4,5,69,107,86,117,105,79
FKBP9P1,0,0,0,0,0,0,0,0,0
FKBPL,0,0,0,0,0,9,2,0,8
FKRP,0,0,0,0,0,0,0,0,0
FKSG29,0,0,0,0,0,0,0,0,0
FKTN,0,0,0,0,0,0,0,0,0
FLACC1,40,60,46,305,295,283,335,327,272
FLAD1,344,408,265,1975,1855,1500,2018,1895,1281
FLCN,0,0,1,23,35,61,29,14,18
FLG,35,22,44,7,33,63,10,6,8
FLG-AS1,6,3,9,2,6,4,0,0,0
FLG2,0,1,0,0,0,7,0,0,0
FLI1,0,0,2,0,8,0,10,3,1
FLICR,0,0,0,0,0,0,0,0,0
FLII,61,96,45,381,441,530,531,559,498
FLJ12825,27,34,17,209,189,231,308,282,186
FLJ13224,0,0,1,0,0,4,5,0,0
FLJ16779,0,0,0,0,0,0,0,0,0
FLJ20021,0,0,0,0,0,0,0,0,0
FLJ22447,0,0,0,0,0,0,0,0,0
FLJ25758,0,0,0,26,0,4,0,12,0
FLJ30679,0,0,0,0,2,0,0,10,4
FLJ31104,0,0,0,0,0,0,0,0,0
FLJ31356,3,0,4,46,89,93,65,109,87
FLJ32255,0,4,0,1,6,1,0,10,0
FLJ33534,0,0,0,0,0,0,0,0,0
FLJ36000,0,0,0,0,0,0,0,0,0
FLJ37201,117,75,143,901,1061,1304,1285,892,1197
FLJ37453,1,3,0,52,51,47,35,26,4
FLJ38576,2,0,1,0,8,37,26,1,0
FLJ39095,5,8,0,65,79,58,107,67,13
FLJ40194,4,1,2,8,40,32,29,10,23
FLJ40288,8,1,3,31,37,87,73,26,35
FLJ42102,0,0,0,0,0,0,0,0,0
FLJ42351,0,0,0,0,0,1,24,0,8
FLJ42393,2,0,0,0,14,12,12,10,4
FLJ42627,23,28,19,139,207,175,332,220,138
FLJ42969,0,0,0,0,0,0,0,0,0
FLJ43315,0,0,0,0,0,0,0,0,0
FLJ44635,0,0,0,0,0,0,0,0,0
FLJ45513,0,0,0,0,0,0,0,0,0
FLJ46284,0,0,0,0,0,0,0,0,0
FLJ46875,0,0,0,0,0,0,0,0,4
FLJ46906,0,0,0,0,0,0,0,0,0
FLNA,17,18,22,148,117,303,316,215,299
FLNB,364,470,332,1454,1899,2093,2021,1781,1694
FLNB-AS1,0,0,0,0,22,0,0,0,15
FLNC,0,0,0,0,0,0,0,0,0
FLNC-AS1,0,0,0,0,0,0,0,0,0
FLOT1,0,0,0,0,0,0,0,0,0
FLOT2,0,0,0,0,11,0,0,0,0
FLRT1,0,0,0,0,0,1,0,4,0
FLRT2,0,1,0,0,0,0,0,0,0
FLRT3,0,0,0,0,0,1,0,0,0
FLT1,12,3,6,3,81,53,64,89,79
FLT3,293,381,312,2512,1898,2450,2885,2336,2219
